title,genre,budget,runtime,year,month,revenue
Shanghai Knights,Action,50000000,115.0,2003,2,88323487
Curious George,Adventure,50000000,86.0,2006,2,69834815
Herbie Fully Loaded,Comedy,50000000,101.0,2005,6,66002004
Don't Say a Word,Thriller,50000000,113.0,2001,9,100020092
Hansel & Gretel: Witch Hunters,Fantasy,50000000,88.0,2013,1,224803475
Unfaithful,Thriller,50000000,124.0,2002,5,119137784
I Am Number Four,Action,50000000,109.0,2011,2,144492830
Syriana,Drama,50000000,128.0,2005,11,94000000
13 Hours: The Secret Soldiers of Benghazi,Action,50000000,144.0,2016,1,69411370
The Book of Life,Romance,50000000,95.0,2014,10,97437106
Firewall,Thriller,45000000,105.0,2006,2,82800000
Absolute Power,Crime,50000000,121.0,1997,2,50068310
G.I. Jane,Action,50000000,125.0,1997,8,48169156
The Game,Drama,50000000,129.0,1997,9,109423648
Silent Hill,Horror,50000000,125.0,2006,4,97607453
The Replacements,Comedy,0,118.0,2000,8,0
American Reunion,Comedy,50000000,113.0,2012,4,234989584
The Negotiator,Action,50000000,140.0,1998,7,44547681
Into the Storm,Action,50000000,89.0,2014,8,160602194
Beverly Hills Cop III,Action,50000000,104.0,1994,5,119208989
Gremlins 2: The New Batch,Comedy,50000000,106.0,1990,6,41482207
The Judge,Drama,50000000,141.0,2014,10,83719388
The Peacemaker,Action,50000000,124.0,1997,9,0
Resident Evil: Apocalypse,Horror,45000000,94.0,2004,9,129394835
Bridget Jones: The Edge of Reason,Comedy,50000000,108.0,2004,11,40203020
Out of Time,Thriller,50000000,105.0,2003,10,55495563
On Deadly Ground,Action,50000000,102.0,1994,2,49000000
The Adventures of Sharkboy and Lavagirl,Adventure,50000000,92.0,2005,6,69425966
The Beach,Drama,40000000,119.0,2000,2,144056873
Raising Helen,Drama,50000000,119.0,2004,5,49718611
Ninja Assassin,Action,40000000,99.0,2009,9,60462347
For Love of the Game,Drama,50000000,137.0,1999,9,0
Striptease,Drama,50000000,115.0,1996,6,113309743
Marmaduke,,50000000,87.0,2010,6,83761844
Hereafter,Drama,50000000,129.0,2010,10,105197635
Murder by Numbers,Crime,50000000,120.0,2002,4,56714147
Assassins,Action,50000000,132.0,1995,10,30303072
Hannibal Rising,Crime,50000000,121.0,2007,2,82169884
The Story of Us,Comedy,50000000,95.0,1999,10,58900031
The Host,Action,44000000,125.0,2013,3,63327201
Basic,Action,50000000,98.0,2003,4,42792561
Blood Work,Crime,50000000,110.0,2002,8,26199517
The International,Drama,50000000,118.0,2009,2,60161391
Escape from L.A.,Action,50000000,97.0,1996,8,42277365
The Iron Giant,Adventure,70000000,86.0,1999,8,23159305
The Life Aquatic with Steve Zissou,Adventure,50000000,119.0,2004,12,34808403
Free State of Jones,,50000000,139.0,2016,6,25035950
The Life of David Gale,Drama,50000000,130.0,2003,2,38955598
Man of the House,Comedy,40000000,100.0,2005,2,0
Run All Night,Action,50000000,114.0,2015,3,71561644
Eastern Promises,Thriller,51500000,100.0,2007,9,55112356
Into the Blue,Action,50000000,110.0,2005,9,44434439
The Messenger: The Story of Joan of Arc,Adventure,60000000,148.0,1999,10,66976317
Your Highness,Comedy,49900000,102.0,2011,4,26121638
Dream House,Drama,50000000,84.0,2011,9,38502340
Mad City,Action,50000000,114.0,1997,11,10541523
Baby's Day Out,Action,50000000,99.0,1994,7,16671505
The Scarlet Letter,Drama,50000000,135.0,1995,10,10382407
Fair Game,Drama,22000000,108.0,2010,5,24188922
Domino,Action,50000000,127.0,2005,9,22944502
Jade,Action,50000000,95.0,1995,10,9851610
Gamer,Action,50000000,95.0,2009,9,40828540
Beautiful Creatures,Fantasy,60000000,124.0,2013,2,60052138
Death to Smoochy,Comedy,55000000,109.0,2002,3,0
Zoolander 2,Comedy,50000000,100.0,2016,2,55969000
The Big Bounce,Comedy,50000000,88.0,2004,1,6808550
What Planet Are You From?,Comedy,60000000,105.0,2000,3,0
Drive Angry,Fantasy,50000000,105.0,2011,2,28931401
Street Fighter: The Legend of Chun-Li,Action,50000000,97.0,2009,2,12764201
The One,Action,49000000,87.0,2001,11,72700000
The Adventures of Ford Fairlane,Action,49000000,104.0,1990,7,20423389
The Boat That Rocked,Drama,50000000,116.0,2009,4,36348784
Traffic,Thriller,48000000,147.0,2000,12,207515725
Indiana Jones and the Last Crusade,Adventure,48000000,127.0,1989,5,474171806
Anna Karenina,Drama,0,130.0,2012,9,68929150
Chappie,Crime,49000000,120.0,2015,3,104399548
The Bone Collector,Drama,73000000,118.0,1999,11,151493655
Panic Room,Crime,48000000,111.0,2002,3,196397415
The Tooth Fairy,Horror,0,0.0,2006,8,0
Three Kings,Action,75000000,114.0,1999,9,108000000
Child 44,Crime,50000000,137.0,2015,3,3324330
Rat Race,Adventure,48000000,112.0,2001,7,85498534
K-PAX,Drama,48000000,120.0,2001,10,50315140
Kate & Leopold,Comedy,0,118.0,2001,12,0
Bedazzled,Fantasy,48000000,93.0,2000,10,90383208
The Cotton Club,,58000000,127.0,1984,12,25928721
3:10 to Yuma,,55000000,122.0,2007,9,70016220
Taken 3,Thriller,48000000,109.0,2014,12,325771424
Out of Sight,Romance,48000000,123.0,1998,6,77745568
The Cable Guy,Comedy,47000000,96.0,1996,6,102825796
Earth,Drama,0,101.0,1998,9,528972
Dick Tracy,Adventure,47000000,103.0,1990,6,103738726
The Thomas Crown Affair,Drama,48000000,113.0,1999,8,124305181
Riding in Cars with Boys,Comedy,48000000,132.0,2001,10,35743308
First Blood,Action,15000000,93.0,1982,10,125212904
Solaris,Drama,0,167.0,1972,3,0
Happily N'Ever After,Animation,47000000,75.0,2006,9,38085778
Mary Reilly,Drama,47000000,104.0,1996,2,12379402
My Best Friend's Wedding,Comedy,38000000,105.0,1997,6,299288605
America's Sweethearts,Comedy,0,102.0,2001,7,0
Insomnia,Crime,46000000,118.0,2002,5,113714830
Star Trek: First Contact,Science Fiction,46000000,111.0,1996,11,150000000
Jonah Hex,Action,47000000,80.0,2010,6,10539000
Courage Under Fire,Drama,46000000,117.0,1996,7,100860818
Liar Liar,Comedy,45000000,86.0,1997,3,181000000
The Infiltrator,Crime,25000000,127.0,2016,7,15436808
Inchon,Drama,46000000,140.0,1981,5,5200000
The Flintstones,Fantasy,46000000,91.0,1994,5,341631208
Taken 2,Action,45000000,91.0,2012,9,376141306
Scary Movie 3,Comedy,48000000,84.0,2003,10,220673217
Miss Congeniality,Comedy,45000000,111.0,2000,12,212000000
Journey to the Center of the Earth,Action,45000000,93.0,2008,7,101702060
The Princess Diaries 2: Royal Engagement,Comedy,40000000,113.0,2004,8,95149435
The Pelican Brief,Drama,45000000,141.0,1993,12,195268056
The Client,Drama,45000000,119.0,1994,7,117615211
The Bucket List,Drama,45000000,97.0,2007,12,175372502
Patriot Games,Drama,45000000,117.0,1992,6,178051587
Monster-in-Law,Romance,43000000,101.0,2005,5,154749918
Prisoners,Drama,46000000,153.0,2013,9,122126687
Training Day,Action,45000000,122.0,2001,10,104876233
Galaxy Quest,Comedy,45000000,102.0,1999,12,90683916
Scary Movie 2,Comedy,45000000,83.0,2001,7,141220678
The Muppets,Comedy,45000000,103.0,2011,11,165184237
Blade,Horror,45000000,120.0,1998,8,131183530
Coach Carter,Drama,30000000,136.0,2005,1,76669806
Changing Lanes,Action,45000000,89.0,2002,4,94935764
Anaconda,Adventure,45000000,89.0,1997,4,136885767
Coyote Ugly,Comedy,45000000,100.0,2000,7,113916474
Love Actually,Comedy,40000000,135.0,2003,9,244931766
A Bug's Life,Adventure,120000000,95.0,1998,11,363258859
From Hell,Horror,35000000,122.0,2001,10,74558115
The Specialist,Action,45000000,110.0,1994,10,170362582
Tin Cup,Comedy,45000000,135.0,1996,8,53854588
"Yours, Mine and Ours",Comedy,0,111.0,1968,4,0
Kicking & Screaming,Romance,45000000,95.0,2005,5,56070433
The Hitchhiker's Guide to the Galaxy,Adventure,50000000,109.0,2005,1,104478416
Fat Albert,Comedy,0,93.0,2004,12,0
Resident Evil: Extinction,Horror,45000000,94.0,2007,9,148412065
Blended,Comedy,40000000,117.0,2014,5,123494610
Last Holiday,Adventure,45000000,112.0,2006,1,38399961
The River Wild,Action,45000000,111.0,1994,9,0
The Indian in the Cupboard,Adventure,45000000,96.0,1995,7,0
Savages,Crime,45000000,131.0,2012,7,82966152
Cellular,Action,25000000,94.0,2004,9,56422687
Johnny English,Adventure,40000000,88.0,2003,4,160583018
The Ant Bully,Fantasy,50000000,88.0,2006,7,55181129
Dune,Action,40000000,137.0,1984,12,30925690
Across the Universe,Adventure,0,133.0,2007,9,0
Revolutionary Road,Drama,35000000,119.0,2008,12,75225693
16 Blocks,Action,55000000,105.0,2006,3,65664721
Babylon A.D.,Action,70000000,101.0,2008,8,72108608
The Glimmer Man,Action,45000000,92.0,1996,10,0
Multiplicity,Comedy,45000000,117.0,1996,7,0
Aliens in the Attic,Adventure,45000000,86.0,2009,7,57881056
The Pledge,Crime,35000000,123.0,2001,1,29400000
The Producers,Comedy,45000000,134.0,2005,12,38058335
The Phantom,Adventure,45000000,100.0,1996,6,17300889
All the Pretty Horses,Drama,57000000,117.0,2000,12,0
Nixon,,44000000,192.0,1995,12,13681765
The Ghost Writer,Thriller,45000000,128.0,2010,2,60222298
Deep Rising,Adventure,45000000,106.0,1998,1,11203026
Miracle at St. Anna,Drama,45000000,160.0,2008,9,9323833
Curse of the Golden Flower,Action,110,114.0,2006,12,0
Bangkok Dangerous,Action,45000000,99.0,2008,8,42487390
Big Trouble,Action,40000000,85.0,2002,4,8493890
Love in the Time of Cholera,Drama,45000000,139.0,2007,10,4607608
Shadow Conspiracy,Action,45000000,103.0,1997,1,2154540
Johnny English Reborn,Crime,45000000,101.0,2011,9,160078586
Foodfight!,Animation,65000000,87.0,2012,6,73706
Argo,Drama,44500000,120.0,2012,10,232324128
The Fugitive,Adventure,44000000,130.0,1993,8,368875760
The Bounty Hunter,Action,40000000,110.0,2010,3,136000000
Sleepers,Crime,44000000,147.0,1996,10,165615285
Rambo: First Blood Part II,Action,44000000,96.0,1985,5,300400432
The Juror,Drama,44000000,118.0,1996,2,0
Pinocchio,Animation,2600000,88.0,1940,2,84300000
Heaven's Gate,Action,44000000,219.0,1980,11,3484331
Underworld: Evolution,Fantasy,50000000,106.0,2006,1,111340801
Victor Frankenstein,Drama,40000000,109.0,2015,11,34227298
Finding Forrester,Drama,43000000,136.0,2000,12,80049764
28 Days,Comedy,43000000,103.0,2000,4,0
Unleashed,Action,45000000,103.0,2005,2,50871113
The Sweetest Thing,Romance,43000000,84.0,2002,4,68696770
The Firm,Drama,42000000,154.0,1993,6,270248367
Charlie St. Cloud,Drama,44000000,99.0,2010,5,48190704
The Mechanic,Action,40000000,93.0,2011,1,51070807
21 Jump Street,Action,42000000,109.0,2012,3,201585328
Notting Hill,Romance,42000000,124.0,1999,5,363889678
Chicken Run,Animation,45000000,84.0,2000,6,224834564
Along Came Polly,Comedy,42000000,90.0,2004,1,171963386
Boomerang,Comedy,40000000,117.0,1992,6,70100000
The Heat,Action,43000000,117.0,2013,6,158674180
Cleopatra,Drama,31115000,248.0,1963,6,71000000
Here Comes the Boom,Comedy,0,105.0,2012,10,73100172
High Crimes,Drama,42000000,115.0,2002,4,63781810
The Mirror Has Two Faces,Comedy,42000000,126.0,1996,11,0
The Mothman Prophecies,Drama,32000000,119.0,2002,1,55157539
Brüno,Comedy,42000000,83.0,2009,7,0
Licence to Kill,Adventure,32000000,133.0,1989,7,156167015
Red Riding Hood,Fantasy,42000000,100.0,2011,3,89162162
15 Minutes,Action,60000000,120.0,2001,3,56359980
Super Mario Bros.,Adventure,48000000,104.0,1993,5,20915465
Lord of War,Crime,42000000,122.0,2005,9,24127895
Hero,Drama,31000000,99.0,2002,12,177394432
One for the Money,Action,40000000,91.0,2012,1,36893721
The Interview,Action,44000000,112.0,2014,12,12342632
The Warrior's Way,Adventure,42000000,100.0,2010,12,11087569
Micmacs,Action,33000000,100.0,2009,10,14000000
8 Mile,Drama,41000000,110.0,2002,11,215000000
Why I Did (Not) Eat My Father,Adventure,0,100.0,2015,4,0
A Knight's Tale,Adventure,65000000,132.0,2001,5,117487473
The Medallion,Thriller,41000000,88.0,2003,8,0
The Sixth Sense,,40000000,107.0,1999,8,672806292
Man on a Ledge,Action,42000000,102.0,2012,1,46221189
The Big Year,Comedy,41000000,100.0,2011,10,7448385
The Karate Kid,Drama,8000000,126.0,1984,6,90815558
American Hustle,Drama,40000000,138.0,2013,12,251171807
The Proposal,Comedy,40000000,108.0,2009,6,317375031
Double Jeopardy,Crime,70000000,105.0,1999,9,177841558
Back to the Future Part II,Adventure,40000000,108.0,1989,11,332000000
Lucy,Action,40000000,89.0,2014,7,126546825
Fifty Shades of Grey,Drama,40000000,125.0,2015,2,571006128
Spy Kids 3-D: Game Over,Action,38000000,84.0,2003,7,197011982
A Time to Kill,Crime,40000000,149.0,1996,7,152266007
Cheaper by the Dozen,Comedy,40000000,98.0,2003,12,190212113
Lone Survivor,Action,40000000,121.0,2013,12,149295601
A League of Their Own,Comedy,40000000,128.0,1992,7,107458785
The Conjuring 2,Horror,40000000,134.0,2016,5,320170008
The Social Network,Drama,40000000,120.0,2010,9,224920315
He's Just Not That Into You,Comedy,40000000,129.0,2009,2,177259441
Scary Movie 4,Comedy,45000000,83.0,2006,4,178262620
Scream 3,Horror,40000000,116.0,2000,2,161834276
Back to the Future Part III,Adventure,40000000,118.0,1990,5,244527583
Get Hard,Comedy,40000000,100.0,2015,3,111811453
Dracula,Romance,40000000,128.0,1992,11,215862692
Julie & Julia,Romance,40000000,123.0,2009,8,129540499
42,Drama,40000000,128.0,2013,4,95020213
The Talented Mr. Ripley,Thriller,40000000,139.0,1999,12,128798265
Dumb and Dumber To,Comedy,40000000,110.0,2014,11,169837010
Eight Below,Adventure,40000000,120.0,2006,2,120455994
The Intern,Comedy,35000000,121.0,2015,9,194564672
Ride Along 2,Action,40000000,102.0,2016,1,124827316
The Last of the Mohicans,Action,40000000,112.0,1992,9,75505856
Ray,Drama,40000000,152.0,2004,10,124731534
Sin City,Action,40000000,124.0,2005,4,158733820
Vantage Point,Drama,40000000,90.0,2008,2,151161491
"I Love You, Man",Comedy,41000000,105.0,2009,3,91636986
Shallow Hal,Comedy,40000000,114.0,2001,11,141069860
JFK,Drama,40000000,189.0,1991,12,205405498
Big Momma's House 2,Comedy,40000000,99.0,2006,1,138259062
The Mexican,Action,57000000,123.0,2001,3,147845033
17 Again,Comedy,20000000,102.0,2009,3,136267476
The Other Woman,Comedy,40000000,109.0,2014,4,196781193
The Final Destination,Horror,40000000,82.0,2009,8,186167139
Bridge of Spies,Thriller,40000000,141.0,2015,10,165478348
Behind Enemy Lines,Action,40000000,106.0,2001,11,91753202
Get Him to the Greek,Comedy,40000000,109.0,2010,6,90029656
Shall We Dance?,Drama,50000000,107.0,2004,10,170128460
Small Soldiers,Comedy,40000000,110.0,1998,7,54682547
Spawn,Action,40000000,96.0,1997,7,87840042
The Count of Monte Cristo,Action,35000000,131.0,2002,1,75395048
The Lincoln Lawyer,Crime,40000000,119.0,2011,3,85412898
Unknown,Action,30000000,113.0,2011,2,130786397
The Prestige,Drama,40000000,130.0,2006,10,109676311
Horrible Bosses 2,Comedy,42000000,108.0,2014,11,107670357
Escape from Planet Earth,Animation,40000000,89.0,2013,2,74597643
Apocalypto,Action,40000000,139.0,2006,12,120175290
The Living Daylights,Action,40000000,130.0,1987,6,191185897
Predators,Action,40000000,107.0,2010,7,126248813
Legal Eagles,Comedy,0,116.0,1986,6,0
Secret Window,Thriller,40000000,96.0,2004,3,92913171
The Lake House,Romance,40000000,99.0,2006,6,114830111
The Skeleton Key,Drama,43000000,104.0,2005,7,91974818
The Odd Life of Timothy Green,Fantasy,0,105.0,2012,8,51854875
Made of Honor,Comedy,40000000,101.0,2008,5,84601681
Jersey Boys,,40000000,134.0,2014,6,67347013
The Rainmaker,Drama,40000000,135.0,1997,11,45916769
Gothika,Horror,40000000,98.0,2003,11,141591324
Amistad,Drama,36000000,155.0,1997,12,74000000
Medicine Man,Adventure,40000000,106.0,1992,2,0
Aliens vs Predator: Requiem,Fantasy,40000000,94.0,2007,12,41797066
Ri¢hie Ri¢h,Comedy,40000000,95.0,1994,12,0
Autumn in New York,Drama,65000000,103.0,2000,8,0
Music and Lyrics,Comedy,40000000,96.0,2007,2,145896422
Paul,Adventure,40000000,104.0,2011,2,97552050
The Guilt Trip,Comedy,40000000,95.0,2012,12,41863726
Scream 4,Horror,40000000,111.0,2011,4,97138686
8MM,Thriller,40000000,123.0,1999,2,96618699
The Doors,Drama,38000000,140.0,1991,3,34416893
Sex Tape,Comedy,40000000,97.0,2014,7,126069509
Hanging Up,Comedy,40000000,94.0,2000,2,36037909
Final Destination 5,Horror,47000000,92.0,2011,8,157887643
Mickey Blue Eyes,Comedy,0,102.0,1999,8,0
Pay It Forward,Drama,40000000,122.0,2000,10,55707411
Fever Pitch,Comedy,30000000,103.0,2005,4,50451307
Drillbit Taylor,Comedy,40000000,102.0,2008,3,0
A Million Ways to Die in the West,Comedy,0,116.0,2014,5,0
The Shadow,Adventure,25000000,108.0,1994,7,48063435
Extremely Loud & Incredibly Close,Drama,40000000,129.0,2011,12,55247881
Morning Glory,Comedy,40000000,102.0,2010,1,58785180
Get Rich or Die Tryin',Drama,40000000,117.0,2005,11,46442528
The Art of War,Crime,40000000,117.0,2000,8,30199105
Rent,Drama,40000000,135.0,2005,11,31670620
Bless the Child,Drama,40000000,107.0,2000,8,0
The Out-of-Towners,Comedy,75000000,90.0,1999,4,29000000
The Island of Dr. Moreau,Fantasy,40000000,96.0,1996,8,49627779
The Musketeer,Action,40000000,104.0,2001,9,27053815
The Other Boleyn Girl,Drama,35000000,115.0,2008,2,0
Sweet November,Drama,40000000,119.0,2001,2,65754228
The Reaping,Horror,40000000,99.0,2007,4,62771059
Mean Streets,Drama,500000,110.0,1973,10,3000000
Renaissance Man,Comedy,40000000,128.0,1994,6,24332324
Colombiana,Action,40000000,108.0,2011,7,60965854
Quest for Camelot,Fantasy,40000000,86.0,1998,5,38172500
City By The Sea,Crime,40000000,108.0,2002,9,22433915
At First Sight,Drama,0,128.0,1999,1,0
Torque,Action,40000000,84.0,2004,1,46546197
City Hall,Drama,0,111.0,1996,2,0
Showgirls,Drama,45000000,128.0,1995,9,20350754
Marie Antoinette,Drama,40000000,123.0,2006,5,60474340
Kiss of Death,Action,40000000,101.0,1995,4,0
Get Carter,Action,63600000,102.0,2000,10,19412993
The Impossible,Thriller,42000000,113.0,2012,9,180274123
Ishtar,Action,55000000,107.0,1987,5,14375181
Fantastic Mr. Fox,Adventure,40000000,87.0,2009,10,46471023
Life or Something Like It,Comedy,40000000,103.0,2002,4,16872671
Memoirs of an Invisible Man,Comedy,40000000,99.0,1992,2,14358033
Amélie,Comedy,10000000,122.0,2001,4,173921954
New York Minute,Comedy,0,91.0,2004,5,0
Alfie,Comedy,60000000,103.0,2004,10,13395939
Big Miracle,Adventure,40000000,107.0,2012,2,24719215
The Deep End of the Ocean,Drama,38000000,106.0,1999,3,28121100
FearDotCom,Horror,40000000,101.0,2002,8,18902015
Cirque du Freak: The Vampire's Assistant,Adventure,40000000,109.0,2009,10,28169671
Duplex,Action,40000000,89.0,2003,9,19322135
Soul Men,Comedy,0,103.0,2008,11,0
Raise the Titanic,Action,0,115.0,1980,1,0
Universal Soldier: The Return,Action,45000000,82.0,1999,8,10667893
Pandorum,Action,33000000,108.0,2009,9,20645327
Impostor,Action,40000000,102.0,2001,12,0
Extreme Ops,Action,40000000,93.0,2002,11,10959475
Just Visiting,Comedy,0,88.0,2001,4,0
Sunshine,Science Fiction,50000000,107.0,2007,4,32017803
A Thousand Words,Drama,40000000,91.0,2012,3,22044277
Delgo,Adventure,40000000,94.0,2008,12,0
The Gunman,Action,40000000,115.0,2015,2,13644292
Stormbreaker,Adventure,40000000,93.0,2006,7,23937870
Disturbia,Thriller,20000000,105.0,2007,4,117760134
Hackers,Action,20000000,107.0,1995,9,7563728
The Hunting Party,Action,0,101.0,2007,9,0
The Hudsucker Proxy,Comedy,30000000,111.0,1994,3,0
The Warlords,Action,40000000,126.0,2007,12,0
Nomad: The Warrior,Action,25000000,112.0,2005,7,0
Snowpiercer,Action,39200000,126.0,2013,8,86758912
A Monster in Paris,Adventure,25000000,90.0,2011,10,0
The Last Shot,Action,0,90.0,2004,9,0
The Crow,Fantasy,15000000,102.0,1994,5,94000000
Baahubali: The Beginning,Action,40000000,159.0,2015,7,100000000
The Time Traveler's Wife,Drama,39000000,107.0,2009,8,101229792
Because I Said So,Comedy,0,102.0,2007,2,69485490
Frankenweenie,Animation,39000000,87.0,2012,10,35287788
Serenity,Science Fiction,39000000,119.0,2005,8,38869464
Against the Ropes,Romance,39000000,106.0,2004,2,6614280
Superman III,Comedy,39000000,125.0,1983,6,75850624
Grudge Match,Comedy,40000000,113.0,2013,12,44907260
Red Cliff,Adventure,80341000,150.0,2008,7,127814609
Sweet Home Alabama,Comedy,30000000,108.0,2002,9,180622424
The Ugly Truth,Comedy,38000000,96.0,2009,7,205298907
Sgt. Bilko,Comedy,0,90.0,1996,3,0
Spy Kids 2: The Island of Lost Dreams,Action,38000000,100.0,2002,8,119723358
Star Trek: Generations,Science Fiction,38000000,118.0,1994,11,120000000
The Grandmaster,Action,3860000,130.0,2013,1,64076736
Water for Elephants,Drama,38000000,120.0,2011,3,114156230
Dragon Nest: Warriors' Dawn,Adventure,40000000,88.0,2014,5,0
The Hurricane,Drama,50000000,146.0,1999,9,73956241
Enough,Drama,38000000,114.0,2002,5,51801187
Heartbreakers,Crime,35000000,123.0,2001,3,0
Paul Blart: Mall Cop 2,Action,38000000,94.0,2015,4,107597242
Angel Eyes,Drama,53000000,102.0,2001,5,29700000
Joe Somebody,Comedy,38000000,99.0,2001,12,0
The Ninth Gate,Horror,38000000,133.0,1999,8,58401898
Extreme Measures,Drama,38000000,118.0,1996,9,17380126
Rock Star,,57000000,105.0,2001,9,16991902
Precious,Drama,10000000,110.0,2009,11,47536959
White Squall,Action,38000000,129.0,1996,2,10300000
The Thing,Horror,15000000,109.0,1982,6,19629760
Riddick,Science Fiction,38000000,119.0,2013,9,98337295
Switchback,Action,37000000,118.0,1997,10,6482195
Texas Rangers,Action,0,110.0,2001,11,0
City of Ember,Adventure,55000000,90.0,2008,10,17869048
The Master,Drama,32000000,137.0,2012,9,28258060
Virgin Territory,Adventure,38000000,93.0,2007,12,5410749
The Express,Drama,40000000,130.0,2008,10,9793496
The 5th Wave,Adventure,38000000,112.0,2016,1,109906372
Creed,Drama,37000000,133.0,2015,11,173567581
The Town,Crime,37000000,125.0,2010,9,154026136
What to Expect When You're Expecting,Romance,40000000,110.0,2012,5,79700000
Burn After Reading,Comedy,37000000,96.0,2008,9,163720069
Nim's Island,Adventure,37000000,96.0,2008,4,100076342
Rush,Drama,38000000,123.0,2013,9,90247624
Magnolia,Drama,37000000,188.0,1999,12,48451803
Cop Out,Action,30000000,107.0,2010,2,55583804
How to Be Single,Comedy,38000000,110.0,2016,1,112343513
Dolphin Tale,Drama,37000000,113.0,2011,9,95404397
Twilight,Adventure,37000000,122.0,2008,11,392616625
John Q,Drama,36000000,116.0,2002,2,102244770
Blue Streak,Action,65000000,93.0,1999,9,117758500
We're the Millers,Comedy,37000000,110.0,2013,8,269994119
The Inhabited Island,Action,36500000,115.0,2008,12,21834845
Breakdown,Drama,36000000,95.0,1997,5,50159144
Never Say Never Again,Adventure,36000000,134.0,1983,10,160000000
Hot Tub Time Machine,Science Fiction,36000000,101.0,2010,3,64572262
Dolphin Tale 2,,36000000,107.0,2014,9,52424533
Reindeer Games,Thriller,42000000,124.0,2000,2,32168970
A Man Apart,Action,36000000,109.0,2003,4,44350926
Aloha,Drama,37000000,105.0,2015,5,26250020
Ghosts of Mississippi,,0,130.0,1996,12,0
Snow Falling on Cedars,Drama,0,127.0,1999,12,0
The Rite,Drama,37000000,114.0,2011,1,96047633
Gattaca,Thriller,36000000,106.0,1997,9,12532777
Isn't She Great,Drama,36000000,95.0,2000,1,3003296
Space Chimps,Animation,37000000,81.0,2008,7,63800345
Head of State,Comedy,0,95.0,2003,1,0
The Hangover,Comedy,35000000,100.0,2009,6,459270619
Ip Man 3,Action,36000000,105.0,2015,12,156844753
Austin Powers: The Spy Who Shagged Me,Adventure,33000000,95.0,1999,6,310940086
Batman,Fantasy,35000000,126.0,1989,6,411348924
There Be Dragons,Drama,0,112.0,2011,3,0
Lethal Weapon 3,Adventure,35000000,118.0,1992,5,321731527
The Blind Side,Drama,29000000,129.0,2009,11,309208309
Spy Kids,Action,35000000,88.0,2001,3,147934180
Horrible Bosses,Comedy,35000000,98.0,2011,7,117000000
True Grit,Drama,38000000,110.0,2010,12,252276927
The Devil Wears Prada,Comedy,35000000,109.0,2006,6,326551094
Star Trek: The Motion Picture,Science Fiction,35000000,132.0,1979,12,139000000
Identity Thief,Comedy,35000000,111.0,2013,2,173965010
Cape Fear,Crime,35000000,128.0,1991,11,182300000
21,Drama,35000000,123.0,2008,3,69823199
Trainwreck,Comedy,35000000,125.0,2015,7,140795793
Guess Who,Comedy,35000000,105.0,2005,3,68915888
The English Patient,Drama,27000000,162.0,1996,11,231976425
L.A. Confidential,Crime,35000000,138.0,1997,9,126216940
Sky High,Adventure,35000000,100.0,2005,7,86369815
In & Out,Comedy,35000000,90.0,1997,9,0
Species,Science Fiction,35000000,108.0,1995,7,113374103
A Nightmare on Elm Street,Horror,1800000,91.0,1984,11,25504513
The Cell,Horror,33000000,107.0,2000,8,104155843
The Man in the Iron Mask,Action,0,132.0,1998,3,0
Secretariat,Drama,35000000,123.0,2010,8,60251371
TMNT,Adventure,34000000,90.0,2007,3,95608995
Radio,Drama,32000000,109.0,2003,10,52277485
Friends with Benefits,Romance,35000000,109.0,2011,7,150483765
Neighbors 2: Sorority Rising,Comedy,35000000,91.0,2016,5,108758521
Saving Mr. Banks,Comedy,35000000,125.0,2013,11,112544580
Malcolm X,Drama,34000000,202.0,1992,11,48169908
This Is 40,Comedy,35000000,134.0,2012,12,88058786
Old Dogs,Comedy,35000000,88.0,2009,11,92219310
Underworld: Rise of the Lycans,Fantasy,35000000,92.0,2009,1,91353501
License to Wed,Comedy,35000000,91.0,2007,7,69307224
The Benchwarmers,Comedy,0,80.0,2006,4,0
Must Love Dogs,Comedy,30000000,98.0,2005,7,58405313
Donnie Brasco,Crime,35000000,127.0,1997,2,41954997
Resident Evil,Horror,33000000,100.0,2002,3,102984862
Poltergeist,Horror,10700000,114.0,1982,6,122200000
The Ladykillers,Comedy,0,104.0,2004,3,0
Max Payne,Action,35000000,100.0,2008,10,85416905
In Time,Action,40000000,109.0,2011,10,173930596
The Back-Up Plan,Comedy,35000000,106.0,2010,4,77477008
Something Borrowed,Comedy,35000000,112.0,2011,5,59901913
Black Knight,Adventure,0,95.0,2001,11,0
The Bad News Bears,Comedy,35000000,102.0,1976,4,35323292
Street Fighter,Action,35000000,102.0,1994,12,99423521
The Pianist,Drama,35000000,150.0,2002,9,120072577
The Nativity Story,Drama,35000000,101.0,2006,12,0
House of Wax,Horror,40000000,113.0,2005,4,68766121
Closer,Drama,27000000,104.0,2004,12,115505027
J. Edgar,Drama,35000000,137.0,2011,11,84606030
Mirrors,Horror,35000000,110.0,2008,8,72436439
Queen of the Damned,Drama,35000000,101.0,2002,2,45479110
Predator 2,Science Fiction,35000000,108.0,1990,11,57120318
Untraceable,Drama,35000000,101.0,2008,1,32483410
Blast from the Past,Comedy,35000000,112.0,1999,2,40263020
Flash Gordon,Science Fiction,35000000,111.0,1980,9,27107960
Jersey Girl,Comedy,35000000,102.0,2004,3,36098382
Alex Cross,Action,45000000,101.0,2012,10,30353232
