InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
574826,22024,RAINY LADIES BIRTHDAY CARD,12,11/7/2011 10:58,0.42,15870.0,United Kingdom
574906,85034A,damaged,-81,11/7/2011 15:30,0.0,,United Kingdom
562341,23300,GARDENERS KNEELING PAD CUP OF TEA ,5,8/4/2011 12:13,1.65,15005.0,United Kingdom
565865,22631,CIRCUS PARADE LUNCH BOX ,12,9/7/2011 15:07,1.95,12637.0,France
555855,15056BL,EDWARDIAN PARASOL BLACK,7,6/7/2011 13:56,5.95,15311.0,United Kingdom
549577,85049G,CHOCOLATE BOX RIBBONS ,12,4/11/2011 8:16,1.25,14286.0,United Kingdom
543656,84801B,,-44,2/11/2011 10:30,0.0,,United Kingdom
563443,22556,PLASTERS IN TIN CIRCUS PARADE ,12,8/16/2011 13:26,1.65,12641.0,Sweden
554942,20996,JAZZ HEARTS ADDRESS BOOK,2,5/27/2011 14:01,0.42,17841.0,United Kingdom
580878,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,12/6/2011 12:18,1.45,14113.0,United Kingdom
554598,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,5/25/2011 11:12,3.75,13263.0,United Kingdom
543095,21584,RETROSPOT SMALL TUBE MATCHES,6,2/3/2011 11:30,1.65,16814.0,United Kingdom
537154,37370,RETRO COFFEE MUGS ASSORTED,12,12/5/2010 13:05,1.25,15808.0,United Kingdom
556845,21174,POTTERING IN THE SHED METAL SIGN,48,6/15/2011 11:30,1.85,17511.0,United Kingdom
547386,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/22/2011 15:52,5.79,,United Kingdom
551400,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,4/28/2011 13:18,1.25,17160.0,United Kingdom
538071,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,12/9/2010 14:09,8.47,,United Kingdom
554151,15058A,BLUE POLKADOT GARDEN PARASOL,2,5/23/2011 11:07,7.95,14049.0,United Kingdom
560090,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,4,7/14/2011 16:46,2.46,,United Kingdom
555413,22367,CHILDRENS APRON SPACEBOY DESIGN,2,6/3/2011 9:50,1.95,17994.0,United Kingdom
551718,21086,SET/6 RED SPOTTY PAPER CUPS,1,5/3/2011 16:06,1.63,,United Kingdom
569527,21992,VINTAGE PAISLEY STATIONERY SET,1,10/4/2011 14:53,1.25,12512.0,Israel
577150,23356,LOVE HOT WATER BOTTLE,1,11/18/2011 9:48,12.46,,United Kingdom
554069,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,5/22/2011 10:57,12.75,15281.0,United Kingdom
546891,22988,SOLDIERS EGG CUP ,2,3/17/2011 18:18,1.25,,United Kingdom
580500,23418,LAVENDER TOILETTE BOTTLE,1,12/4/2011 12:52,2.08,17131.0,United Kingdom
576787,22668,PINK BABY BUNTING,5,11/16/2011 13:54,2.95,13815.0,Germany
543200,21086,SET/6 RED SPOTTY PAPER CUPS,12,2/4/2011 13:03,1.63,,United Kingdom
540154,48111,DOORMAT 3 SMILEY CATS,1,1/5/2011 11:30,14.43,,United Kingdom
577318,22150,3 STRIPEY MICE FELTCRAFT,12,11/18/2011 13:42,1.95,17675.0,United Kingdom
573496,22383,LUNCH BAG SUKI DESIGN ,5,10/31/2011 11:59,1.65,17841.0,United Kingdom
541999,21891,TRADITIONAL WOODEN SKIPPING ROPE,18,1/25/2011 10:45,2.46,,United Kingdom
542627,22570,FELTCRAFT CUSHION RABBIT,4,1/31/2011 9:51,3.75,14426.0,United Kingdom
576688,22960,JAM MAKING SET WITH JARS,6,11/16/2011 12:16,4.25,16717.0,United Kingdom
553911,23302,KNEELING MAT HOUSEWORK  DESIGN,3,5/19/2011 19:02,1.65,18168.0,United Kingdom
553199,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,5/15/2011 15:14,5.45,17758.0,United Kingdom
561236,22116,METAL SIGN HIS DINNER IS SERVED,12,7/26/2011 10:27,0.79,15159.0,United Kingdom
571036,22574,HEART WOODEN CHRISTMAS DECORATION,12,10/13/2011 12:52,0.85,17567.0,United Kingdom
566239,21137,BLACK RECORD COVER FRAME,4,9/11/2011 11:26,3.75,14665.0,United Kingdom
568719,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,9/28/2011 16:19,2.46,,United Kingdom
562141,22606,WOODEN SKITTLES GARDEN SET,6,8/3/2011 10:12,12.75,17389.0,United Kingdom
549981,22521,CHILDS GARDEN TROWEL PINK,1,4/13/2011 15:49,0.85,16348.0,United Kingdom
559907,21499,BLUE POLKADOT WRAP,25,7/13/2011 13:37,0.42,12766.0,Portugal
578302,23312,VINTAGE CHRISTMAS GIFT SACK,4,11/23/2011 15:23,4.15,16057.0,United Kingdom
574321,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,11/3/2011 19:28,2.95,16016.0,United Kingdom
579777,22703,PINK CAT BOWL,1,11/30/2011 15:13,1.63,,United Kingdom
555923,21937,STRAWBERRY   PICNIC BAG,1,6/7/2011 17:09,5.79,,United Kingdom
567700,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,9/22/2011 9:33,2.95,16379.0,United Kingdom
566786,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,9/15/2011 10:29,0.85,13518.0,United Kingdom
550207,47566b,TEA TIME PARTY BUNTING,1,4/15/2011 10:38,8.29,,United Kingdom
542731,22469,HEART OF WICKER SMALL,4,1/31/2011 15:27,1.65,13600.0,United Kingdom
538349,22616,PACK OF 12 LONDON TISSUES ,1,12/10/2010 14:59,0.85,,United Kingdom
572285,23107,WHITE HEARTS WIRE PLANT POT HOLDER,4,10/23/2011 12:16,2.89,14698.0,United Kingdom
558862,84596F,SMALL MARSHMALLOWS PINK BOWL,16,7/4/2011 12:25,0.42,13901.0,United Kingdom
578067,23319,BOX OF 6 MINI 50'S CRACKERS,1,11/22/2011 15:43,4.96,,United Kingdom
561430,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,7/27/2011 11:29,1.25,15172.0,United Kingdom
576607,22027,TEA PARTY BIRTHDAY CARD,12,11/15/2011 15:42,0.42,12474.0,Germany
558774,22960,JAM MAKING SET WITH JARS,1,7/4/2011 10:17,8.29,,United Kingdom
550468,22983,CARD BILLBOARD FONT,12,4/18/2011 13:43,0.42,16700.0,United Kingdom
546498,48138,DOORMAT UNION FLAG,1,3/14/2011 11:44,7.95,15493.0,United Kingdom
548739,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,4/4/2011 11:28,7.95,15493.0,United Kingdom
540646,22134,MINI LADLE LOVE HEART RED ,5,1/10/2011 14:32,0.43,,United Kingdom
560972,22427,ENAMEL FLOWER JUG CREAM,6,7/22/2011 11:44,5.95,14209.0,United Kingdom
575643,21484,CHICK GREY HOT WATER BOTTLE,8,11/10/2011 14:09,4.25,13267.0,United Kingdom
577358,22123,PING MICROWAVE APRON,1,11/18/2011 15:59,4.13,,United Kingdom
549123,21212,PACK OF 72 RETROSPOT CAKE CASES,24,4/6/2011 14:02,0.55,15201.0,United Kingdom
574707,23298,SPOTTY BUNTING,3,11/6/2011 14:08,4.95,17107.0,United Kingdom
559796,82583,HOT BATHS METAL SIGN,7,7/12/2011 13:30,4.96,,United Kingdom
545188,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,2/28/2011 15:19,2.95,14056.0,United Kingdom
540953,22882,NUMBER TILE VINTAGE FONT 3,1,1/12/2011 13:16,1.95,14587.0,United Kingdom
544660,22993,SET OF 4 PANTRY JELLY MOULDS,12,2/22/2011 13:47,1.25,15078.0,United Kingdom
556126,21577,SAVE THE PLANET COTTON TOTE BAG,6,6/9/2011 10:23,2.25,14911.0,EIRE
549193,22273,FELTCRAFT DOLL MOLLY,6,4/7/2011 10:24,2.95,12580.0,Germany
537823,22801,ANTIQUE GLASS PEDESTAL BOWL,1,12/8/2010 14:25,7.62,,United Kingdom
548666,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,10,4/1/2011 14:58,2.95,13124.0,United Kingdom
554808,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,5/26/2011 13:01,2.08,17059.0,United Kingdom
560434,90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,1,7/18/2011 15:56,8.32,,United Kingdom
548728,22334,DINOSAUR PARTY BAG + STICKER SET,8,4/4/2011 9:55,1.65,13198.0,United Kingdom
562553,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,8/5/2011 16:34,10.79,,United Kingdom
570871,23511,EMBROIDERED RIBBON REEL EMILY ,1,10/12/2011 16:36,4.13,,United Kingdom
567742,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,9/22/2011 10:47,3.25,14261.0,United Kingdom
558881,22419,LIPSTICK PEN RED,12,7/4/2011 14:36,0.42,12705.0,Germany
555558,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,4,6/5/2011 14:06,0.75,14159.0,United Kingdom
545230,21488,RED WHITE SCARF  HOT WATER BOTTLE,1,3/1/2011 9:55,8.29,,United Kingdom
546406,22241,GARLAND WOODEN HAPPY EASTER,2,3/11/2011 16:21,2.46,,United Kingdom
546973,48116,DOORMAT MULTICOLOUR STRIPE,2,3/18/2011 12:07,14.13,,United Kingdom
540647,35924,HANGING FAIRY CAKE DECORATION,3,1/10/2011 14:57,2.1,17406.0,United Kingdom
550939,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,4/21/2011 15:25,2.95,16146.0,United Kingdom
540992,84375,SET OF 20 KIDS COOKIE CUTTERS,3,1/12/2011 16:57,2.1,17364.0,United Kingdom
561252,DCGS0069,ebay,-5,7/26/2011 11:52,0.0,,United Kingdom
573377,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,10/30/2011 13:51,3.75,14653.0,United Kingdom
569983,22564,ALPHABET STENCIL CRAFT,3,10/6/2011 19:49,1.25,17231.0,United Kingdom
544205,22501,PICNIC BASKET WICKER LARGE,1,2/17/2011 10:31,20.79,,United Kingdom
578506,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,6,11/24/2011 13:01,2.95,17458.0,United Kingdom
564371,20726,LUNCH BAG WOODLAND,10,8/25/2011 9:53,1.65,17705.0,United Kingdom
570210,84050,PINK HEART SHAPE EGG FRYING PAN,1,10/9/2011 10:48,1.65,13259.0,United Kingdom
553351,85099F,JUMBO BAG STRAWBERRY,2,5/16/2011 13:35,2.08,18118.0,United Kingdom
571310,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,10/17/2011 10:17,0.79,13394.0,United Kingdom
576222,22333,RETROSPOT PARTY BAG + STICKER SET,16,11/14/2011 13:02,1.65,12490.0,France
571197,20981,12 PENCILS TALL TUBE WOODLAND,3,10/14/2011 12:08,0.85,16413.0,United Kingdom
545895,84631,FRUIT TREE AND BIRDS WALL PLAQUE,2,3/7/2011 17:14,7.46,,United Kingdom
558105,21789,KIDS RAIN MAC PINK,2,6/26/2011 14:54,0.85,15644.0,United Kingdom
557886,21936,RED RETROSPOT PICNIC BAG,2,6/23/2011 13:39,2.95,17799.0,United Kingdom
567887,20981,12 PENCILS TALL TUBE WOODLAND,12,9/22/2011 15:28,0.85,15237.0,United Kingdom
575177,23569,TRADTIONAL ALPHABET STAMP SET,1,11/8/2011 18:41,10.79,,United Kingdom
540995,21090,SET/6 COLLAGE PAPER PLATES,1,1/13/2011 9:30,1.63,,United Kingdom
572459,84580,MOUSE TOY WITH PINK T-SHIRT,4,10/24/2011 12:53,3.75,14911.0,EIRE
581164,23356,LOVE HOT WATER BOTTLE,2,12/7/2011 14:34,5.95,14395.0,United Kingdom
559887,22675,FRENCH KITCHEN SIGN BLUE METAL,2,7/13/2011 11:44,1.25,13263.0,United Kingdom
543300,21042,RED RETROSPOT APRON ,1,2/7/2011 11:42,5.95,13334.0,United Kingdom
552000,82482,WOODEN PICTURE FRAME WHITE FINISH,1,5/5/2011 15:56,4.96,,United Kingdom
537638,22654,DELUXE SEWING KIT ,1,12/7/2010 15:28,11.87,,United Kingdom
552725,23203,JUMBO BAG DOILEY PATTERNS,10,5/11/2011 10:30,1.95,13418.0,United Kingdom
575941,22809,SET OF 6 T-LIGHTS SANTA,2,11/13/2011 11:39,2.95,16438.0,United Kingdom
572061,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,10/20/2011 12:53,2.95,12474.0,Germany
574893,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,11/7/2011 14:40,1.25,18036.0,United Kingdom
569324,23312,VINTAGE CHRISTMAS GIFT SACK,4,10/3/2011 12:32,4.15,16912.0,United Kingdom
558687,22608,PENS ASSORTED FUNKY JEWELED ,36,7/1/2011 11:43,0.19,12598.0,France
565386,21373,MIRRORED WALL ART SNOWFLAKES,2,9/2/2011 15:48,0.75,17997.0,United Kingdom
580386,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,12/4/2011 10:29,9.95,18065.0,United Kingdom
570448,21822,GLITTER CHRISTMAS TREE WITH BELLS,12,10/10/2011 14:55,0.79,13224.0,United Kingdom
563731,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,8/18/2011 17:44,2.95,17576.0,United Kingdom
553386,82551,LAUNDRY 15C METAL SIGN,12,5/16/2011 16:22,1.45,13381.0,United Kingdom
571682,23284,DOORMAT KEEP CALM AND COME IN,2,10/18/2011 14:00,8.25,14179.0,United Kingdom
576696,22710,WRAP I LOVE LONDON ,25,11/16/2011 12:26,0.42,16669.0,United Kingdom
542255,85150,LADIES & GENTLEMEN METAL SIGN,1,1/26/2011 16:43,4.96,,United Kingdom
537615,48138,DOORMAT UNION FLAG,4,12/7/2010 13:30,7.95,15898.0,United Kingdom
577029,22745,POPPY'S PLAYHOUSE BEDROOM ,2,11/17/2011 12:59,2.1,15563.0,United Kingdom
544103,20728,LUNCH BAG CARS BLUE,2,2/16/2011 10:33,1.65,17961.0,United Kingdom
552295,23043,PAPER LANTERN 9 POINT HOLLY STAR L,1,5/8/2011 14:08,6.25,14224.0,United Kingdom
559469,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,7/8/2011 13:37,2.08,15182.0,United Kingdom
567981,22726,ALARM CLOCK BAKELIKE GREEN,7,9/23/2011 11:22,8.29,,United Kingdom
559527,82551,LAUNDRY 15C METAL SIGN,3,7/10/2011 11:24,1.45,17787.0,United Kingdom
561799,22359,GLASS JAR KINGS CHOICE,6,7/29/2011 13:46,2.95,15776.0,United Kingdom
576212,23005,TRAVEL CARD WALLET I LOVE LONDON,22,11/14/2011 12:45,0.42,18082.0,United Kingdom
542664,84836,ZINC METAL HEART DECORATION,1,1/31/2011 12:14,2.46,,United Kingdom
C570828,90185B,AMETHYST DIAMANTE EXPANDABLE RING,-6,10/12/2011 13:15,4.25,14911.0,EIRE
560281,20984,12 PENCILS TALL TUBE POSY,3,7/17/2011 15:59,0.29,17984.0,United Kingdom
565751,22629,SPACEBOY LUNCH BOX ,4,9/6/2011 12:56,1.95,16393.0,United Kingdom
575481,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,12,11/9/2011 16:28,0.19,15679.0,United Kingdom
567972,22115,METAL SIGN EMPIRE TEA,24,9/23/2011 10:14,0.79,13949.0,United Kingdom
544418,22991,GIRAFFE WOODEN RULER,1,2/18/2011 15:15,1.95,,United Kingdom
558319,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,6/28/2011 11:53,5.79,,United Kingdom
557276,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,6/19/2011 12:05,4.95,16931.0,United Kingdom
568895,23426,METAL SIGN DROP YOUR PANTS,3,9/29/2011 13:11,2.89,15356.0,United Kingdom
573339,16016,LARGE CHINESE STYLE SCISSOR,10,10/30/2011 11:49,0.85,13278.0,United Kingdom
574700,22297,HEART IVORY TRELLIS SMALL,6,11/6/2011 13:53,1.25,16033.0,United Kingdom
538843,21876,POTTERING MUG,2,12/14/2010 13:18,1.25,16033.0,United Kingdom
559337,84992,72 SWEETHEART FAIRY CAKE CASES,1,7/7/2011 16:27,1.25,,United Kingdom
579167,23534,WALL ART STOP FOR TEA ,1,11/28/2011 14:06,5.95,16800.0,United Kingdom
565150,23061,VINTAGE EMBOSSED HEART,24,9/1/2011 14:26,1.04,14298.0,United Kingdom
577078,23569,TRADTIONAL ALPHABET STAMP SET,1,11/17/2011 15:17,10.79,,United Kingdom
564187,23345, DOLLY GIRL BEAKER,2,8/23/2011 15:24,1.25,15005.0,United Kingdom
553915,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,5/19/2011 19:51,0.85,18225.0,United Kingdom
561038,23066,SMALL DECO JEWELLERY STAND,1,7/24/2011 11:58,8.25,17114.0,United Kingdom
573264,21485,RETROSPOT HEART HOT WATER BOTTLE,2,10/28/2011 12:36,4.95,14415.0,United Kingdom
566566,21258,VICTORIAN SEWING BOX LARGE,1,9/13/2011 12:32,24.96,14096.0,United Kingdom
556671,20679,EDWARDIAN PARASOL RED,1,6/13/2011 16:33,5.95,17841.0,United Kingdom
554104,85049C,ROMANTIC PINKS RIBBONS ,12,5/22/2011 14:03,1.25,12705.0,Germany
579167,23570,TRADITIONAL PICK UP STICKS GAME ,2,11/28/2011 14:06,1.25,16800.0,United Kingdom
539588,22193,RED DINER WALL CLOCK,1,12/20/2010 13:11,8.5,14527.0,United Kingdom
570113,22721,SET OF 3 CAKE TINS SKETCHBOOK,8,10/7/2011 12:31,4.95,15874.0,United Kingdom
557222,22151,PLACE SETTING WHITE HEART,24,6/17/2011 13:14,0.42,14936.0,Channel Islands
581217,72134,COLUMBIAN  CUBE CANDLE ,4,12/8/2011 9:20,1.63,,United Kingdom
545059,22078,RIBBON REEL LACE DESIGN ,1,2/27/2011 13:04,2.1,14157.0,United Kingdom
556428,22659,LUNCH BOX I LOVE LONDON,1,6/10/2011 13:23,2.46,,United Kingdom
553353,21563,RED HEART SHAPE LOVE BUCKET ,1,5/16/2011 13:47,2.95,,United Kingdom
581219,22562,MONSTERS STENCIL CRAFT,1,12/8/2011 9:28,2.46,,United Kingdom
544186,21992,VINTAGE PAISLEY STATIONERY SET,1,2/16/2011 15:56,2.46,,United Kingdom
548162,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5,3/29/2011 13:42,2.46,,United Kingdom
580730,23396,LE JARDIN BOTANIQUE CUSHION COVER,1,12/5/2011 17:28,10.79,,United Kingdom
567183,20727,LUNCH BAG  BLACK SKULL.,2,9/18/2011 15:32,1.65,14769.0,United Kingdom
568721,85152,HAND OVER THE CHOCOLATE   SIGN ,1,9/28/2011 16:24,4.13,,United Kingdom
562046,21240,BLUE POLKADOT CUP,8,8/2/2011 10:34,0.85,12378.0,Switzerland
C557663,22503,CABIN BAG VINTAGE PAISLEY,-6,6/21/2011 17:59,24.95,,EIRE
542255,22653,BUTTON BOX ,1,1/26/2011 16:43,4.13,,United Kingdom
546306,85129D,BEADED CRYSTAL HEART PINK SMALL,1,3/10/2011 16:16,2.46,,United Kingdom
C548193,22383,LUNCH BAG SUKI DESIGN ,-1,3/29/2011 15:27,1.65,14680.0,United Kingdom
563248,23298,SPOTTY BUNTING,4,8/15/2011 11:30,4.95,14702.0,United Kingdom
551515,20750,RED RETROSPOT MINI CASES,12,5/1/2011 10:51,6.35,15606.0,United Kingdom
577838,21175,GIN + TONIC DIET METAL SIGN,12,11/22/2011 10:32,2.55,16352.0,United Kingdom
563070,20618,QUEEN OF THE SKIES PASSPORT COVER ,4,8/11/2011 15:34,2.1,14099.0,United Kingdom
561113,20616,CHERRY BLOSSOM PASSPORT COVER,5,7/25/2011 12:09,0.75,17841.0,United Kingdom
580367,22422,TOOTHPASTE TUBE PEN,2,12/2/2011 16:39,1.25,,United Kingdom
541497,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,1/18/2011 15:19,1.25,,United Kingdom
557502,23199,JUMBO BAG APPLES,3,6/20/2011 15:32,4.13,,United Kingdom
578995,21993,FLORAL FOLK STATIONERY SET,6,11/27/2011 15:59,1.25,15861.0,United Kingdom
581281,22151,PLACE SETTING WHITE HEART,96,12/8/2011 11:36,0.42,18109.0,United Kingdom
579533,48187,DOORMAT NEW ENGLAND,2,11/30/2011 9:24,8.25,12953.0,United Kingdom
562574,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,8/7/2011 12:42,0.42,14903.0,United Kingdom
559337,16219,HOUSE SHAPE PENCIL SHARPENER,15,7/7/2011 16:27,0.83,,United Kingdom
549155,22457,NATURAL SLATE HEART CHALKBOARD ,2,4/6/2011 17:08,5.79,,United Kingdom
552683,23162,REGENCY TEA STRAINER,1,5/10/2011 15:09,7.46,,United Kingdom
577228,22274,FELTCRAFT DOLL EMILY,1,11/18/2011 12:07,2.95,12391.0,Cyprus
568227,21754,HOME BUILDING BLOCK WORD,1,9/26/2011 10:57,6.25,17841.0,United Kingdom
571433,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,12,10/17/2011 13:19,1.25,13015.0,United Kingdom
581402,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,12/8/2011 13:45,2.95,14653.0,United Kingdom
574732,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,11/6/2011 15:11,0.83,13523.0,United Kingdom
570116,23229,VINTAGE DONKEY TAIL GAME ,2,10/7/2011 12:38,3.75,12856.0,United Kingdom
558888,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,7/4/2011 15:29,1.25,14056.0,United Kingdom
551193,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2,4/27/2011 11:05,2.55,17954.0,United Kingdom
537802,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,12/8/2010 13:11,1.49,13455.0,United Kingdom
577768,DOT,DOTCOM POSTAGE,1,11/21/2011 15:18,523.77,,United Kingdom
550819,23127,FELTCRAFT GIRL NICOLE KIT,1,4/20/2011 17:37,4.95,17530.0,United Kingdom
549185,22978,PANTRY ROLLING PIN,6,4/7/2011 9:35,3.75,18272.0,United Kingdom
550215,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,4/15/2011 10:43,2.46,,United Kingdom
536544,85178,VICTORIAN SEWING KIT,1,12/1/2010 14:32,2.51,,United Kingdom
580729,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,16,12/5/2011 17:24,0.83,,United Kingdom
556629,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,6/13/2011 14:55,2.08,14841.0,United Kingdom
544186,21199,PINK  HEART CONFETTI IN TUBE,2,2/16/2011 15:55,3.29,,United Kingdom
540026,22473,TV DINNER TRAY VINTAGE PAISLEY,4,1/4/2011 13:25,4.21,,United Kingdom
577359,22189,CREAM HEART CARD HOLDER,3,11/18/2011 16:07,3.95,14903.0,United Kingdom
543281,21746,SMALL RED RETROSPOT WINDMILL,1,2/6/2011 15:34,1.25,14606.0,United Kingdom
571255,82483,WOOD 2 DRAWER CABINET WHITE FINISH,32,10/14/2011 17:13,5.95,12454.0,Spain
574836,22189,CREAM HEART CARD HOLDER,4,11/7/2011 11:32,3.95,17623.0,United Kingdom
562846,20723,STRAWBERRY CHARLOTTE BAG,53,8/10/2011 9:29,2.46,,United Kingdom
574898,20975,12 PENCILS SMALL TUBE RED RETROSPOT,6,11/7/2011 15:07,0.65,16242.0,United Kingdom
574308,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,16,11/3/2011 16:45,0.85,16409.0,United Kingdom
543358,22090,PAPER BUNTING RETROSPOT,1,2/7/2011 14:04,5.79,,United Kingdom
542105,22423,REGENCY CAKESTAND 3 TIER,3,1/25/2011 13:35,12.75,12854.0,United Kingdom
548191,22692,DOORMAT WELCOME TO OUR HOME,1,3/29/2011 15:20,15.79,,United Kingdom
557500,23200,JUMBO BAG PEARS,2,6/20/2011 15:27,4.13,,United Kingdom
545709,22534,MAGIC DRAWING SLATE SPACEBOY ,24,3/7/2011 9:49,0.42,12708.0,Germany
537692,22295,HEART FILIGREE DOVE LARGE,5,12/8/2010 10:40,1.65,14796.0,United Kingdom
542863,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2/1/2011 11:58,5.95,13494.0,United Kingdom
555011,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,12,5/31/2011 10:43,2.95,16168.0,United Kingdom
558774,21905,MORE BUTTER METAL SIGN ,1,7/4/2011 10:17,1.63,,United Kingdom
573585,23204,CHARLOTTE BAG APPLES DESIGN,2,10/31/2011 14:41,1.63,,United Kingdom
548796,22551,PLASTERS IN TIN SPACEBOY,2,4/4/2011 12:42,1.65,15752.0,United Kingdom
554663,22522,CHILDS GARDEN FORK BLUE ,2,5/25/2011 14:29,0.85,14985.0,United Kingdom
545227,22395,PAPERWEIGHT VINTAGE PAISLEY,6,3/1/2011 9:35,2.55,12428.0,Finland
567893,22113,GREY HEART HOT WATER BOTTLE,8,9/22/2011 15:54,4.25,17163.0,United Kingdom
558475,22167, OVAL WALL MIRROR DIAMANTE ,2,6/29/2011 15:58,8.29,,United Kingdom
550212,23050,RECYCLED ACAPULCO MAT GREEN,1,4/15/2011 10:41,16.63,,United Kingdom
575298,23217,LAUREL HEART ANTIQUE SILVER,2,11/9/2011 12:29,1.25,17841.0,United Kingdom
578357,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,18,11/24/2011 10:24,0.85,17228.0,United Kingdom
581492,23552,BICYCLE PUNCTURE REPAIR KIT ,12,12/9/2011 10:03,4.13,,United Kingdom
558777,84596F,SMALL MARSHMALLOWS PINK BOWL,3,7/4/2011 10:23,0.83,,United Kingdom
573580,22697,GREEN REGENCY TEACUP AND SAUCER,1,10/31/2011 14:21,5.79,,United Kingdom
574056,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,48,11/2/2011 14:09,2.55,14646.0,Netherlands
562114,22679,FRENCH BLUE METAL DOOR SIGN 4,1,8/2/2011 16:14,2.46,,United Kingdom
570209,23397,FOOT STOOL HOME SWEET HOME ,1,10/9/2011 10:29,9.95,16326.0,United Kingdom
568086,23254,CHILDRENS CUTLERY DOLLY GIRL ,16,9/23/2011 14:39,4.15,14944.0,United Kingdom
564818,23295,SET OF 12 MINI LOAF BAKING CASES,2,8/30/2011 12:10,2.46,,United Kingdom
561658,84559B,3D SHEET OF CAT STICKERS,1,7/28/2011 16:06,0.85,12743.0,Unspecified
578817,22119,PEACE WOODEN BLOCK LETTERS,1,11/25/2011 13:45,6.95,16764.0,United Kingdom
556501,23203,JUMBO BAG DOILEY PATTERNS,20,6/13/2011 8:40,2.08,16700.0,United Kingdom
552245,22443,GROW YOUR OWN HERBS SET OF 3,1,5/6/2011 19:42,7.95,12748.0,United Kingdom
557764,20725,LUNCH BAG RED RETROSPOT,12,6/22/2011 14:21,1.65,13089.0,United Kingdom
538159,21324,,-18,12/9/2010 17:17,0.0,,United Kingdom
561519,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,7/27/2011 17:01,2.49,17870.0,United Kingdom
558484,23286,BLUE VINTAGE SPOT BEAKER,16,6/30/2011 10:09,0.85,14267.0,United Kingdom
544660,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2/22/2011 13:47,1.65,15078.0,United Kingdom
538497,20982,12 PENCILS TALL TUBE SKULLS,1,12/12/2010 12:44,0.85,14684.0,United Kingdom
544685,22423,REGENCY CAKESTAND 3 TIER,1,2/22/2011 17:13,12.75,13285.0,United Kingdom
553543,21930,JUMBO STORAGE BAG SKULLS,3,5/17/2011 15:35,4.96,,United Kingdom
540468,22375,AIRLINE BAG VINTAGE JET SET BROWN,2,1/7/2011 13:55,4.21,,United Kingdom
540689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1010,1/11/2011 8:43,3.24,17450.0,United Kingdom
